================================================================================
COMPREHENSIVE LEGISLATION DATABASE: 1920-1947
Applicable to Bengal / Present-day Bangladesh
================================================================================
Period: 1920-1947 (Late Colonial / Dyarchy / Provincial Autonomy / Independence)
Compiled from historical legislative records
================================================================================

Format: S/N | Year | Title | Type | Act No. | Subject Category | Status in Bangladesh

23 | 1923 | Workmen's Compensation Act, 1923 | Central Act | Act No. VIII of 1923 | Labour / Workers' Welfare | In force (with amendments) - major Act
24 | 1923 | Official Secrets Act, 1923 | Central Act | Act No. XIX of 1923 | National Security / Espionage | In force (with amendments) - major Act
25 | 1923 | Indian Boilers Act, 1923 | Central Act | Act No. V of 1923 | Industrial Safety | In force (with amendments) - major Act
26 | 1923 | Indian Mines Act, 1923 | Central Act | Act No. IV of 1923 | Mining / Labour | In force (with amendments)
27 | 1923 | Indian Soldiers (Litigation) Act, 1925 (originally 1923) | Central Act | Act No. IV of 1925 | Military / Civil Rights | In force
28 | 1923 | Indian Cotton Cess Act, 1923 | Central Act | Act No. XIV of 1923 | Agriculture / Revenue | Repealed
29 | 1923 | Indian Paper Currency (Amendment) Act, 1923 | Central Act | Act No. XXVI of 1923 | Currency / Finance | Superseded
30 | 1923 | Cantonments (Amendment) Act, 1923 | Central Act | Act No. XVI of 1923 | Military / Local Government | Not applicable in Bangladesh
31 | 1923 | Indian Criminal Law Amendment Act, 1923 | Central Act | Act No. XII of 1923 | Criminal Law | Repealed

32 | 1924 | Cantonments (House-Accommodation) Act, 1923 | Central Act | Act No. VI of 1924 | Military / Housing | Not applicable
33 | 1924 | Indian Carriage of Goods by Sea Act, 1925 | Central Act | Act No. XXVI of 1925 | Maritime / Commerce | In force (with amendments)
34 | 1924 | Indian Tariff (Amendment) Act, 1924 | Central Act | Act No. V of 1924 | Trade / Customs | Superseded
35 | 1924 | Indian Naturalization Act, 1926 | Central Act | Act No. VII of 1926 | Citizenship | Superseded by Bangladesh citizenship laws
36 | 1924 | Bengal Criminal Law Amendment Act, 1924 (Special Tribunal) | Central Act (Special) | Act No. I of 1924 | Criminal Law / Terrorism | Repealed
37 | 1924 | Transfer of Property (Amendment) Act, 1924 | Central Act | Act No. XXXVIII of 1924 | Property Law | Merged with TP Act
38 | 1924 | Indian Finance Act, 1924 | Central Act | Act No. XXVI of 1924 | Finance / Revenue | Spent

39 | 1925 | Indian Succession Act, 1925 | Central Act | Act No. XXXIX of 1925 | Personal Law / Succession | In force (with amendments) - major Act
40 | 1925 | Indian Soldiers (Litigation) Act, 1925 | Central Act | Act No. IV of 1925 | Military / Civil Law | In force
41 | 1925 | Indian Carriage of Goods by Sea Act, 1925 | Central Act | Act No. XXVI of 1925 | Maritime / Commercial | In force (with amendments)
42 | 1925 | Provident Funds Act, 1925 | Central Act | Act No. XIX of 1925 | Labour / Social Security | In force (with amendments)
43 | 1925 | Indian Church Act, 1925 | Central Act | Act No. XXXIII of 1925 | Ecclesiastical | Limited application
44 | 1925 | Indian Legal Practitioners (Fees) Act, 1926 | Central Act | Act No. XLVIII of 1926 | Legal Profession | In force
45 | 1925 | Code of Civil Procedure (Amendment) Act, 1925 | Central Act | Act No. XXV of 1925 | Civil Procedure | Merged with CPC
46 | 1925 | Madras, Bengal and Bombay Children Act, 1925 (preamble) | Central Act | - | Child Welfare | Superseded

47 | 1926 | Trade Unions Act, 1926 | Central Act | Act No. XVI of 1926 | Labour / Trade Unions | In force (with amendments) - major Act
48 | 1926 | Indian Naturalization Act, 1926 | Central Act | Act No. VII of 1926 | Citizenship / Nationality | Superseded
49 | 1926 | Scheduled Districts Act (Amendment), 1926 | Central Act | Act No. III of 1926 | Administration / Tribal | Repealed
50 | 1926 | Legal Practitioners (Fees) Act, 1926 | Central Act | Act No. XLVIII of 1926 | Legal Profession | In force
51 | 1926 | Indian Merchant Shipping (Amendment) Act, 1926 | Central Act | Act No. XXXV of 1926 | Maritime | Superseded
52 | 1926 | Indian Forest (Amendment) Act, 1926 | Central Act | Act No. IX of 1926 | Forestry | Merged with Forest Act 1927

53 | 1927 | Indian Forest Act, 1927 | Central Act | Act No. XVI of 1927 | Forestry / Environment | In force (with amendments) - major Act
54 | 1927 | Indian Lighthouse Act, 1927 | Central Act | Act No. XVII of 1927 | Navigation / Maritime | In force
55 | 1927 | Indian Electricity (Amendment) Act, 1927 | Central Act | Act No. XVI of 1927 | Energy / Electricity | Merged with Electricity Act
56 | 1927 | Negotiable Instruments (Amendment) Act, 1927 | Central Act | Act No. XXVI of 1927 | Commercial / Banking | Merged with NI Act
57 | 1927 | Hindu Religious Endowments Act, 1926 | Central Act | Act No. XX of 1926 | Hindu Law / Religion | Limited application

58 | 1928 | Indian Territorial and Auxiliary Forces Act, 1920 (amended 1928) | Central Act | - | Military | Not applicable
59 | 1928 | Indian Limitation (Amendment) Act, 1928 | Central Act | - | Civil Procedure / Limitation | Merged with Limitation Act
60 | 1928 | Hindu Widow Re-marriage (Amendment) Act, 1928 | Central Act | - | Personal Law | In force
61 | 1928 | Indian Fisheries Act, 1928 (if applicable) | Central Act | Act No. IV of 1928 | Fisheries | Superseded by local laws

62 | 1929 | Child Marriage Restraint Act, 1929 (Sarda Act) | Central Act | Act No. XIX of 1929 | Family Law / Child Protection | Superseded by Child Marriage Restraint Act 2017 (BD)
63 | 1929 | Hindu Law of Inheritance (Amendment) Act, 1929 | Central Act | Act No. II of 1929 | Hindu Personal Law | In force
64 | 1929 | Indian Sale of Goods Act, 1930 (passed late 1929, effective 1930) | Central Act | Act No. III of 1930 | Commercial / Contract | In force (with amendments) - major Act
65 | 1929 | Indian Steam Vessels (Amendment) Act, 1929 | Central Act | - | Navigation | Superseded
66 | 1929 | Dangerous Drugs Act, 1930 (passed 1929) | Central Act | Act No. II of 1930 | Narcotics / Drugs | In force (with amendments)
67 | 1929 | Transfer of Property (Amendment) Act, 1929 | Central Act | Act No. XX of 1929 | Property Law | Merged with TP Act

68 | 1930 | Indian Sale of Goods Act, 1930 | Central Act | Act No. III of 1930 | Commercial / Contract Law | In force (with amendments) - major Act
69 | 1930 | Dangerous Drugs Act, 1930 | Central Act | Act No. II of 1930 | Narcotics / Public Health | In force (with amendments)
70 | 1930 | Hindu Gains of Learning Act, 1930 | Central Act | Act No. XXX of 1930 | Hindu Personal Law | In force
71 | 1930 | Indian Dock Labourers Act, 1934 (early version 1930) | Central Act | Act No. XIX of 1934 | Labour / Ports | In force
72 | 1930 | Indian Merchant Shipping (Amendment) Act, 1930 | Central Act | - | Maritime | Superseded
73 | 1930 | Press (Emergency) Act, 1931 (predecessor from 1930 movement) | Central Act | - | Press / Media | Repealed

74 | 1931 | Workmen's Compensation (Amendment) Act, 1931 | Central Act | - | Labour | Merged with WC Act
75 | 1931 | Indian Press (Emergency Powers) Act, 1931 | Central Act | Act No. XXIII of 1931 | Press / Media | Repealed
76 | 1931 | Indian Finance Act, 1931 | Central Act | - | Finance / Revenue | Spent

77 | 1932 | Indian Partnership Act, 1932 | Central Act | Act No. IX of 1932 | Commercial / Partnership | In force (with amendments) - major Act
78 | 1932 | Indian Wireless Telegraphy Act, 1933 | Central Act | Act No. XVII of 1933 | Telecommunications | In force (with amendments)
79 | 1932 | Bengal Suppression of Terrorist Outrages Act, 1932 | Central/Bengal Act | - | Criminal Law / Security | Repealed
80 | 1932 | Workmen's Compensation (Amendment) Act, 1933 | Central Act | - | Labour | Merged with WC Act

81 | 1933 | Indian Wireless Telegraphy Act, 1933 | Central Act | Act No. XVII of 1933 | Telecommunications | In force (with amendments)
82 | 1933 | Children (Pledging of Labour) Act, 1933 | Central Act | Act No. II of 1933 | Child Labour / Protection | In force (with amendments)
83 | 1933 | Indian Petroleum (Amendment) Act, 1933 | Central Act | - | Energy / Petroleum | Merged
84 | 1933 | Indian Merchant Shipping (Amendment) Act, 1933 | Central Act | - | Maritime | Superseded
85 | 1933 | Indian Tariff (Amendment) Act, 1933 | Central Act | - | Trade / Customs | Superseded

86 | 1934 | Indian Petroleum Act, 1934 | Central Act | Act No. XXX of 1934 | Energy / Petroleum | In force (with amendments) - major Act
87 | 1934 | Indian Aircraft Act, 1934 | Central Act | Act No. XXII of 1934 | Aviation / Transport | In force (with amendments)
88 | 1934 | Reserve Bank of India Act, 1934 | Central Act | Act No. II of 1934 | Banking / Finance | Not applicable (Bangladesh Bank)
89 | 1934 | Indian Dock Labourers Act, 1934 | Central Act | Act No. XIX of 1934 | Labour / Ports | In force (with amendments)
90 | 1934 | Employers' Liability Act, 1938 (predecessor concepts 1934) | Central Act | - | Labour | Merged
91 | 1934 | Indian Tariff (Amendment) Act, 1934 | Central Act | - | Trade / Customs | Superseded
92 | 1934 | Indian Salt (Additional Import Duty) Act, 1934 | Central Act | - | Revenue / Trade | Repealed
93 | 1934 | Bengal Criminal Law Amendment (Supplementary) Act, 1934 | Central/Bengal | - | Criminal Law | Repealed

94 | 1935 | Government of India Act, 1935 | UK Act | 25 & 26 Geo. V c. 42 | Constitutional / Governance | Historical - foundational for later constitution; Superseded
95 | 1935 | Indian Mines (Amendment) Act, 1935 | Central Act | - | Mining / Labour | Merged with Mines Act
96 | 1935 | Payment of Wages Act, 1936 (passed 1935, effective 1936) | Central Act | Act No. IV of 1936 | Labour / Wages | In force (with amendments) - major Act
97 | 1935 | Indian Carriage by Air Act, 1934 | Central Act | Act No. XX of 1934 | Aviation / Transport | In force (with amendments)
98 | 1935 | Criminal Law Amendment Act, 1935 | Central Act | Act No. XXIII of 1935 | Criminal Law | Repealed

99 | 1936 | Payment of Wages Act, 1936 | Central Act | Act No. IV of 1936 | Labour / Wages | In force (with amendments) - major Act
100 | 1936 | Indian Merchant Shipping (Amendment) Act, 1936 | Central Act | - | Maritime | Superseded
101 | 1936 | Destructive Insects and Pests Act, 1914 (amended 1936) | Central Act | - | Agriculture | In force (with amendments)
102 | 1936 | Agricultural Produce (Grading and Marketing) Act, 1937 | Central Act | Act No. I of 1937 | Agriculture | In force

103 | 1937 | Muslim Personal Law (Shariat) Application Act, 1937 | Central Act | Act No. XXVI of 1937 | Muslim Personal Law | In force - major Act
104 | 1937 | Agricultural Produce (Grading and Marketing) Act, 1937 | Central Act | Act No. I of 1937 | Agriculture / Trade | In force (with amendments)
105 | 1937 | Indian Motor Vehicles Act, 1914 (amended significantly 1937-39) | Central Act | - | Transport | Superseded by Motor Vehicles Act 1939
106 | 1937 | Arya Marriage Validation Act, 1937 | Central Act | Act No. XIX of 1937 | Personal Law | In force
107 | 1937 | Indian Mines (Amendment) Act, 1937 | Central Act | - | Mining | Merged

108 | 1938 | Insurance Act, 1938 | Central Act | Act No. IV of 1938 | Insurance / Finance | In force (with amendments) - major Act
109 | 1938 | Employers' Liability Act, 1938 | Central Act | Act No. XXIV of 1938 | Labour / Tort | In force (with amendments)
110 | 1938 | Dissolution of Muslim Marriages Act, 1939 | Central Act | Act No. VIII of 1939 | Muslim Personal Law | In force - major Act
111 | 1938 | Criminal Law Amendment Act, 1938 | Central Act | Act No. XII of 1938 | Criminal Law | Repealed
112 | 1938 | Indian Oaths (Amendment) Act, 1939 | Central Act | - | Evidence / Procedure | Merged

113 | 1939 | Dissolution of Muslim Marriages Act, 1939 | Central Act | Act No. VIII of 1939 | Muslim Personal Law / Family | In force (with amendments) - major Act
114 | 1939 | Motor Vehicles Act, 1939 | Central Act | Act No. IV of 1939 | Transport / Motor Vehicles | In force (with amendments) - major Act
115 | 1939 | Registration of Foreigners Act, 1939 | Central Act | Act No. XVI of 1939 | Immigration / Foreigners | In force (with amendments)
116 | 1939 | Defence of India Act, 1939 | Central Act | Act No. XXXV of 1939 | War / Emergency | Repealed (wartime measure)
117 | 1939 | Indian Mines (Amendment) Act, 1939 | Central Act | - | Mining | Merged
118 | 1939 | Indian Standards Institution (Certification Marks) Act, 1952 (predecessor 1939) | Central Act | - | Standards | Superseded
119 | 1939 | Weekly Holidays Act, 1942 (introduced 1939, passed 1942) | Central Act | - | Labour | In force

120 | 1940 | Drugs Act, 1940 | Central Act | Act No. XXIII of 1940 | Public Health / Pharmaceuticals | In force (with amendments) - major Act
121 | 1940 | Arbitration Act, 1940 | Central Act | Act No. X of 1940 | Civil / Commercial Dispute Resolution | In force (with amendments) - major Act
122 | 1940 | Disturbed Areas (Special Powers) Act, 1940 | Central Act | - | Emergency / Public Order | Repealed
123 | 1940 | Indian Merchandise Marks (Amendment) Act, 1941 | Central Act | - | Trade / Intellectual Property | Merged
124 | 1940 | Excess Profits Tax Act, 1940 | Central Act | Act No. XV of 1940 | Taxation | Repealed

125 | 1941 | Delhi Restriction of Uses of Land Act, 1941 | Central Act | - | Land Use | Not applicable to Bengal
126 | 1941 | Sugar-cane Act (Regulation of Supply and Purchase), 1941 | Central Act | - | Agriculture | Limited application
127 | 1941 | Indian Mines (Amendment) Act, 1941 | Central Act | - | Mining | Merged

128 | 1942 | Weekly Holidays Act, 1942 | Central Act | Act No. XVIII of 1942 | Labour / Holidays | In force (with amendments)
129 | 1942 | Indian War Damage Insurance Act, 1942 | Central Act | - | Insurance / War | Repealed
130 | 1942 | Multi-Unit Cooperative Societies Act, 1942 | Central Act | Act No. VI of 1942 | Cooperatives | In force (with amendments)
131 | 1942 | Reciprocity Act, 1943 | Central Act | - | Civil Law | Superseded

132 | 1943 | Indian Income Tax (Amendment) Act, 1943 | Central Act | - | Taxation | Merged
133 | 1943 | Indian Companies (Amendment) Act, 1943 | Central Act | - | Corporate | Merged
134 | 1943 | War Injuries (Compensation Insurance) Act, 1943 | Central Act | Act No. XXV of 1943 | Insurance / War | Repealed
135 | 1943 | Indian Stamp (Amendment) Act, 1943 | Central Act | - | Revenue | Merged
136 | 1943 | Industries (Development and Control) Act concept (WWII era) | Central Act | - | Industry | Superseded

137 | 1944 | Reciprocity Act, 1943 | Central Act | Act No. X of 1943 | Civil / International Law | In force
138 | 1944 | Indian Companies (Amendment) Act, 1944 | Central Act | - | Corporate Law | Merged with Companies Act
139 | 1944 | Public Debt (Central Government) Act, 1944 | Central Act | Act No. XVIII of 1944 | Finance / Public Debt | Superseded
140 | 1944 | Banking Companies (Inspection) Ordinance, 1944 | Ordinance | - | Banking / Finance | Superseded

141 | 1945 | Industrial Disputes Act concept/precursor (1945-46-47) | Central Act | Act No. XIV of 1947 | Labour / Industrial Relations | In force (with amendments, as 1947 Act)
142 | 1945 | United Nations (Privileges and Immunities) Act, 1947 | Central Act | - | International Law | In force
143 | 1945 | Indian Finance Act, 1945 | Central Act | - | Finance / Revenue | Spent

144 | 1946 | Industrial Employment (Standing Orders) Act, 1946 | Central Act | Act No. XX of 1946 | Labour / Employment | In force (with amendments)
145 | 1946 | Delhi and Ajmer-Merwara Rent Control Act, 1947 | Central Act | - | Rent / Housing | Not applicable to Bengal
146 | 1946 | Mica Mines Labour Welfare Fund Act, 1946 | Central Act | Act No. XXII of 1946 | Labour / Mining | Limited application
147 | 1946 | Mines Maternity Benefit Act, 1941 (amended 1946) | Central Act | - | Labour / Maternity | Merged
148 | 1946 | Indian Income Tax (Amendment) Act, 1946 | Central Act | - | Taxation | Merged

149 | 1947 | Industrial Disputes Act, 1947 | Central Act | Act No. XIV of 1947 | Labour / Industrial Relations | In force (with amendments) - major Act
150 | 1947 | Indian Independence Act, 1947 | UK Act | 10 & 11 Geo. VI c. 30 | Constitutional / Independence | Historical - foundational; Superseded by Constitution
151 | 1947 | Armed Forces (Emergency Duties) Act, 1947 | Central Act | - | Military / Emergency | Repealed
152 | 1947 | Capital Issues (Continuance of Control) Act, 1947 | Central Act | Act No. XXIX of 1947 | Finance / Securities | Repealed
153 | 1947 | Control of Shipping Act, 1947 | Central Act | - | Maritime / Trade | Repealed
154 | 1947 | United Nations (Privileges and Immunities) Act, 1947 | Central Act | Act No. XLVI of 1947 | International / Diplomacy | In force
155 | 1947 | Foreign Exchange Regulation Act, 1947 | Central Act | Act No. VII of 1947 | Finance / Foreign Exchange | Superseded by later BD legislation
156 | 1947 | Industrial Disputes (Banking and Insurance Companies) Act, 1947 | Central Act | - | Labour / Banking | Merged
157 | 1947 | Rubber (Production and Marketing) Act, 1947 | Central Act | Act No. XXIV of 1947 | Agriculture / Trade | Not applicable
158 | 1947 | Essential Supplies (Temporary Powers) Act, 1946 | Central Act | Act No. XXIV of 1946 | Emergency / Supplies | Repealed (temporary)
159 | 1947 | Indian Citizenship (pending / transitional) | Transitional | - | Citizenship | Superseded by Bangladesh citizenship law

================================================================================
PART B: BENGAL PROVINCIAL ACTS (1920-1947)
================================================================================

--- Bengal Acts under Dyarchy Period (1921-1937) ---

160 | 1920 | Bengal Village Self-Government Act, 1919 (effective 1920) | Bengal Act | Bengal Act V of 1919 | Local Government | Superseded by local government legislation
161 | 1920 | Calcutta Municipal (Amendment) Act, 1920 | Bengal Act | - | Municipal / Local Government | Not directly applicable to BD
162 | 1920 | Bengal Excise (Amendment) Act, 1920 | Bengal Act | - | Excise / Revenue | Merged with Excise Act

163 | 1921 | Bengal Rural Primary Education Act, 1919 (effective 1921) | Bengal Act | Bengal Act V of 1919 | Education | Superseded
164 | 1921 | Bengal Ferries (Amendment) Act, 1921 | Bengal Act | - | Transport / Ferries | Merged
165 | 1921 | Bengal Tenancy (Amendment) Act, 1921 | Bengal Act | - | Land / Tenancy | Merged with Bengal Tenancy Act

166 | 1922 | Bengal Municipal (Amendment) Act, 1922 | Bengal Act | - | Municipal / Local Government | Superseded
167 | 1922 | Bengal Public Demands Recovery Act, 1913 (amended 1922) | Bengal Act | - | Revenue / Recovery | In force (with amendments)
168 | 1922 | Bengal Drainage (Amendment) Act, 1922 | Bengal Act | - | Drainage / Public Works | Superseded

169 | 1923 | Bengal Alluvion and Diluvion Act, 1920 | Bengal Act | Bengal Act IV of 1920 | Land / Revenue | In force (with amendments)
170 | 1923 | Bengal Tenancy (Amendment) Act, 1923 | Bengal Act | - | Land / Tenancy | Merged
171 | 1923 | Calcutta Suburban Police Act, 1923 | Bengal Act | - | Police / Law Enforcement | Superseded

172 | 1924 | Bengal Municipal (Amendment) Act, 1924 | Bengal Act | - | Municipal Government | Superseded
173 | 1924 | Bengal Children Act, 1922 (amended / effective) | Bengal Act | Bengal Act II of 1922 | Child Welfare / Juvenile Justice | Superseded by Children Act 2013 (BD)
174 | 1924 | Bengal Irrigation Act, 1876 (amended 1924) | Bengal Act | - | Irrigation / Water | Merged
175 | 1924 | Bengal Criminal Law Amendment Act, 1924 | Bengal Act | - | Criminal Law / Security | Repealed
176 | 1924 | Bengal Suppression of Terrorist Outrages (Supplementary) Act, 1924 | Bengal Act | - | Criminal / Security | Repealed

177 | 1925 | Bengal Local Self-Government (Amendment) Act, 1925 | Bengal Act | - | Local Government | Superseded
178 | 1925 | Bengal Court of Wards (Amendment) Act, 1925 | Bengal Act | - | Property / Guardianship | Superseded
179 | 1925 | Bengal Education Act, 1925 | Bengal Act | Bengal Act IV of 1925 | Education | Superseded
180 | 1925 | Bengal Cruelty to Animals Act, 1920 (amended 1925) | Bengal Act | - | Animal Welfare | Superseded

181 | 1926 | Bengal Village Self-Government (Amendment) Act, 1926 | Bengal Act | - | Local Government | Superseded
182 | 1926 | Bengal Public Demands Recovery (Amendment) Act, 1926 | Bengal Act | - | Revenue / Recovery | Merged
183 | 1926 | Bengal Irrigation (Amendment) Act, 1926 | Bengal Act | - | Irrigation / Water | Merged

184 | 1927 | Bengal Primary Education Act, 1927 | Bengal Act | - | Education | Superseded
185 | 1927 | Bengal Land Revenue (Amendment) Act, 1927 | Bengal Act | - | Revenue / Land | Merged
186 | 1927 | Bengal Municipal (Amendment) Act, 1927 | Bengal Act | - | Municipal Government | Superseded
187 | 1927 | Bengal Embankment Act, 1882 (amended 1927) | Bengal Act | - | Flood Control / Embankments | In force (with amendments)

188 | 1928 | Bengal Maternity Benefit Act (precursor discussions, 1928-29) | Bengal Act | - | Labour / Maternity | See 1939 Act
189 | 1928 | Bengal Public Health Act, 1928 | Bengal Act | - | Public Health | Superseded
190 | 1928 | Bengal Suppression of Terrorist Outrages Act, 1925 (amended 1928) | Bengal Act | - | Criminal / Security | Repealed

191 | 1929 | Bengal Board of Revenue Act (historical continuation) | Bengal Act | - | Revenue Administration | Superseded
192 | 1929 | Bengal Village Self-Government (Amendment) Act, 1929 | Bengal Act | - | Local Government | Superseded
193 | 1929 | Bengal Women's and Children's Institutions (Licensing) Act, 1929 | Bengal Act | - | Social Welfare | Superseded
194 | 1929 | Bengal Excise (Amendment) Act, 1929 | Bengal Act | - | Excise / Revenue | Merged

195 | 1930 | Bengal Jute Regulation Act, 1930 | Bengal Act | - | Agriculture / Jute Trade | Repealed
196 | 1930 | Bengal Municipal (Amendment) Act, 1930 | Bengal Act | - | Municipal Government | Superseded
197 | 1930 | Bengal Land Revenue (Amendment) Act, 1930 | Bengal Act | - | Revenue / Land | Merged

198 | 1931 | Bengal Children (Amendment) Act, 1931 | Bengal Act | - | Child Welfare | Superseded
199 | 1931 | Bengal Suppression of Terrorist Outrages (Supplementary) Act, 1931 | Bengal Act | - | Criminal Law / Security | Repealed
200 | 1931 | Bengal Criminal Law Amendment Act, 1930 | Bengal Act | - | Criminal Law | Repealed

201 | 1932 | Bengal Municipal Act, 1932 | Bengal Act | Bengal Act XV of 1932 | Municipal / Local Government | In force (with amendments) - major Act
202 | 1932 | Bengal Tenancy (Amendment) Act, 1932 | Bengal Act | - | Land / Tenancy | Merged
203 | 1932 | Bengal Cess (Amendment) Act, 1932 | Bengal Act | - | Revenue | Merged
204 | 1932 | Bengal Opium Smoking Act, 1932 | Bengal Act | Bengal Act II of 1932 | Narcotics / Public Health | In force (with amendments)

205 | 1933 | Bengal Criminal Law Amendment Act, 1933 | Bengal Act | - | Criminal Law / Security | Repealed
206 | 1933 | Bengal Wakf (precursor discussions, formalized 1934) | Bengal Act | - | Muslim Law / Wakf | See 1934 Act
207 | 1933 | Bengal Suppression of Terrorist Outrages (Supplementary) Act, 1933 | Bengal Act | - | Criminal / Security | Repealed
208 | 1933 | Bengal Agricultural and Sanitary Improvement Act, 1907 (amended 1933) | Bengal Act | - | Agriculture / Sanitation | Superseded

--- Bengal Acts under Provincial Autonomy (1937-1947) ---

209 | 1934 | Bengal Wakf Act, 1934 | Bengal Act | Bengal Act XIII of 1934 | Muslim Law / Wakf / Endowments | In force (with amendments) - major Act
210 | 1934 | Bengal Public Demands Recovery Act, 1913 (Consolidated Amendment 1934) | Bengal Act | - | Revenue / Recovery | In force (with amendments)
211 | 1934 | Bengal Tenancy (Amendment) Act, 1934 | Bengal Act | - | Land / Tenancy | Merged
212 | 1934 | Bengal Jute (Amendment) Act, 1934 | Bengal Act | - | Agriculture / Jute | Repealed
213 | 1934 | Bengal Criminal Law Amendment (Supplementary) Act, 1934 | Bengal Act | - | Criminal Law / Security | Repealed

214 | 1935 | Bengal Agricultural Debtors Act, 1935 | Bengal Act | Bengal Act VII of 1935 | Agriculture / Debt Relief | In force (with amendments) - major Act
215 | 1935 | Bengal Cess (Amendment) Act, 1935 | Bengal Act | - | Revenue | Merged
216 | 1935 | Bengal Local Self-Government (Emergency Provisions) Act, 1935 | Bengal Act | - | Local Government | Superseded
217 | 1935 | Bengal Tenancy (Amendment) Act, 1935 | Bengal Act | - | Land / Tenancy | Merged

218 | 1936 | Bengal Money-Lenders Act, 1933 (effective 1936) | Bengal Act | Bengal Act X of 1933 | Money-lending / Finance | In force (with amendments)
219 | 1936 | Bengal Primary Education (Amendment) Act, 1936 | Bengal Act | - | Education | Superseded
220 | 1936 | Bengal Irrigation (Amendment) Act, 1936 | Bengal Act | - | Irrigation / Water | Merged
221 | 1936 | Bengal Public Demands Recovery (Amendment) Act, 1936 | Bengal Act | - | Revenue | Merged

222 | 1937 | Bengal Tenancy (Amendment) Act, 1937 | Bengal Act | Bengal Act VIII of 1937 | Land / Tenancy | Merged with Bengal Tenancy Act
223 | 1937 | Bengal Jute (Amendment) Act, 1937 | Bengal Act | - | Agriculture / Jute | Repealed
224 | 1937 | Bengal Criminal Law Amendment Act, 1937 | Bengal Act | - | Criminal Law | Repealed
225 | 1937 | Bengal Motor Spirit Sales Taxation Act, 1937 | Bengal Act | - | Taxation / Transport | Superseded
226 | 1937 | Bengal Rural Primary Education (Amendment) Act, 1937 | Bengal Act | - | Education | Superseded

227 | 1938 | Bengal Land Revenue Commission Report (legislative responses) | Bengal Act | - | Land / Revenue | Various provisions enacted
228 | 1938 | Bengal Tenancy (Second Amendment) Act, 1938 | Bengal Act | Bengal Act X of 1938 | Land / Tenancy | Merged
